"female","LHML","LHEB","LHHD","LHMLD","LHAPD","RHML","RHEB","RHHD","RHMLD","RHAPD","LRML","LRMLD","LRAPD","RRML","RRMLD","RRAPD","LFML","LFBL","LFEB","LFAB","LFHD","LFMLD","LFAPD","RFML","RFBL","RFEB","RFAB","RFHD","RFMLD","RFAPD","LTML","LTPB","LTMLD","LTAPD","RTML","RTPB","RTMLD","RTAPD","BIB","LIBL","RIBL","LAcH","RAcH"
1,274,57,43.69,17.21,22.47,281,57,44.21,18.84,22.18,214,14.52,10.61,211,13.6,10.2,386,379,72,62.24,41.44,26.92,24.81,380.5,379,74,62.82,41.93,26.65,24.93,324,66,19.03,24.92,323,66,18.81,24.22,260,142.9,143.04,47.63,47.51
1,308,59,43.08,20.86,21.79,307,59,44.47,21.16,21.06,227.5,16.07,11.91,251.81,10.87,9.81,428,426,75,63,43.51,26.89,30.23,420,418,74,62.15,42.92,27.09,29.61,358,63,24.32,26.51,357,65.5,24.77,26.8,272,158,158,48.71,49
1,325.27,55.39,52.59,15.7,20.11,337.34,50.41,45.29,22.83,18.59,227.41,15.54,11.38,222.53,15.32,13.38,445,441.5,64,57.25,38.87,23.83,23.57,442,438,68,57.38,38.64,23.8,22.58,379,58,18.77,20.84,378,59,17.86,20.54,242,134,134,44.47,42.92
0,332,65,46.77,24.5,24.41,329,66.5,46.88,27.21,24.89,272,16.48,13.06,272,18.87,13.39,462,457,82,71.2,46.48,26.88,31.52,462,458,81,69.2,45.57,26.32,31.18,398.5,73,26.54,24.51,401,70.5,25.99,24.58,242,150,151,49.89,48.09
1,294,56,39.9,21.09,20.05,356.12,47.64,40.52,24.36,20.11,226,14.98,11.08,260.68,11.39,12,421,415,69.5,63.04,41.74,25.01,24.63,416,412.5,71.5,64.59,41.17,22.83,24.62,343,66,19.08,25.73,343,67,20,26.22,280,154,156,46.18,48.59
0,292,61,39.03,21.32,20.04,312,57,41.5,20.84,19.93,211.98,18.47,12.5,244,14.93,11.52,444,441,73,66.17,41.68,27.44,26.39,441,437.5,73,64.42,42.04,26.23,25.37,363,70,19.87,28.63,345.92,69.36,17.99,26.36,276,157,155.31,48.08,52.44
0,298.95,64.44,42.83,18.13,21.93,285,54,40.75,19.53,18.52,234.23,11.39,11.87,224.5,12.62,9.78,375.14,436.13,81.37,58.86,42.9,26.89,31.03,395,394,70,60.97,40.2,26.15,22.93,360,67.07,20.46,22.25,340.1,61,20.25,22.66,273,153.98,157.87,48.47,47.62
0,320,66.5,45.73,22.31,21.41,328,68,47.34,23.15,22.27,257,15.4,12.84,259,16.9,13.39,456,453,82.5,70.39,41.66,30.46,28.55,389.99,430.67,92.04,59.59,35.58,23.24,23.34,389,78,25.37,26.75,391,77,27.51,26.33,252.89,162.62,176,47.48,54.37
0,276,53,38.01,18.88,19.95,282.68,55.49,42.3,20.15,22.16,216,15.16,10.87,221,14.78,11.12,396.5,389,75,66.23,40.92,26.08,26.58,392,388,76,62.52,38.83,23.89,25.38,331,72.5,20.22,25.48,330,70,19.85,25.31,269,160,140.42,40.67,45.26
0,301,54,40.32,21.99,22.31,303,56,39.87,21.08,21.54,239.85,13.72,10.47,237,15.63,12.9,371.54,403.6,69.54,61.87,34.81,24.67,30.7,431,426.5,75.5,65.58,43.33,26.51,28.31,349.5,69.5,22.82,25.14,351,67,23.73,23.51,241,160.44,159.24,50.98,50.48
0,341,62.5,47.46,20.5,19.67,347,63.5,47.28,22.27,20.63,261.5,14.06,13.22,260.5,14.54,12.83,464,464,81,71.11,46.28,32,28.07,465,464.5,80,71.34,44.96,31.47,27.03,388,73,24.5,24.02,387.5,72.5,25.71,25.07,294,168,165,52.78,51
0,302,59,43.11,18.52,21.4,311,57,44.95,20.04,21.05,232,12.67,10.61,233.5,13.71,11.2,490.55,381.14,72.87,78.13,40.21,29.68,31.18,419,416,78,71.43,45.44,27.12,26.89,352,74,21.77,25.11,349.5,72,21.64,24.85,262,153,151,51.42,51.33
1,308,58,42.97,17.67,15.97,315,59,41.15,17.78,17.37,228,13.07,10.23,234,12.89,9.77,429.5,428,71,62.99,41.51,25.58,24.54,432,428,72,63.83,42.41,24.46,24.63,351,64.5,18.14,24.6,354.5,66.5,18.88,23.79,249,148,147,48.03,49.19
1,315.5,58,43.45,18.1,20.35,323,58,43.83,19.4,19.37,230.5,13.92,11.23,234.5,14.15,11.55,434,433,73,60.54,44.51,28.52,26.78,437,435,75,62.88,44.21,27.71,26.4,359,65,20.61,24.91,361.5,65.5,17.82,22.46,285,159,159,50.11,51.12
0,289,58,42.52,19.43,19.56,294.5,59,41.56,19.94,18.83,215.45,15.93,13.02,232,14.45,11.48,454.53,407.77,74.15,72,43.7,27.02,26.29,412.5,407,74,63.96,41.86,25.43,23.06,336.5,66.5,19.69,22.83,338,67,19.75,22.7,277,156,155,48.04,47.74
0,363,66,50.47,19.36,20.2,369,65,49.76,22.22,19.46,269.5,15.13,12.76,268.5,16.71,12.78,430.64,387.76,66.33,67.65,48.17,21.62,30.17,505,501,79,64.88,50.96,29.52,25.16,423.34,75.71,21.68,22.51,412,68.68,22.88,25.65,295,166,163,55,53.27
0,316.5,64,47.93,20.52,21.64,314,64,46.52,20.61,21.81,238.5,17.05,11.57,240,16.66,11.52,428.74,439.31,88.55,61.05,41.8,32.38,23.45,445.5,442,83,71.75,48.2,27.21,27.51,369,77,21.73,23.99,369,74.5,21.78,24.52,262,159,161,51.89,52.7
0,292.5,57,42.2,18.31,19.81,298,58,43.13,19.37,18.98,211,12.25,9.81,213,12.68,10.15,392.81,359.24,72.01,59.44,35.61,24.37,32.32,397,392,77.5,67.7,45.11,26.55,26.79,333,68,19.64,25.74,333,69,21.06,22.3,271.5,150.16,149.17,51.06,53.14
0,343,71,48.26,24.82,24.99,343,72,50.38,26.11,26.15,269.5,19.58,14.45,269.5,19.21,14.16,509,505.5,86,74.45,51.34,30.86,33.58,499,495,86.5,74.63,51.54,30.98,34.33,416,78.5,26.83,30.26,414.5,79.5,26.35,28.93,283,179,175,57.89,56.65
1,324,58,42.55,20.47,18.64,330.5,59,43.3,21.85,18.55,242,13.07,11.23,270.72,12.9,12.04,459,455.5,75.5,69.14,42.48,28.62,26.85,454.83,401.53,65.83,62.57,45.01,24.23,28.51,384,69,22.05,26.66,380,70,22.53,24.35,267,155,156,46.07,46.1
0,327,62,46.27,22.54,20.48,330.1,66,47.15,23.41,22.23,259,15.88,11.99,267,17.54,13.21,462,458,77.5,71.49,47.24,27.57,29.19,463,456,83,70.24,46.63,26.11,28.9,381,69,21.75,24.16,380.1,73,24.71,24.39,246.5,162.9,161,52.77,53.54
0,318,67,52.13,20.43,20.78,323,67.5,51.89,20.75,20.5,253,15.43,11.5,254,15.99,11.99,436.2,462.95,65.39,65.24,44.24,28.35,27.04,456,451.5,79,63.66,49.68,28.93,27.11,392,70,21.95,24.48,386,69,21.25,22.39,292,164,160,57.64,55.16
0,318.02,53.65,36.02,19.07,18.8,329,64.5,48.3,24.52,22.18,246,17.06,12.05,247,16.73,12.52,443,442,82.5,72.89,47.14,31.09,32.12,443,438,82.5,69.93,48.04,29.87,31.71,377.5,74.5,22.16,26.8,377,74,23.95,24.49,285.5,156,155,52.38,52.05
0,294.44,60.54,44.79,22.33,18.41,308,68,48.47,22.74,24.03,241.92,12.62,10.76,226,17.37,12.41,427.79,437.48,78.52,68.37,44.79,28.09,24.64,448,439,87,72.25,49.61,26.49,30.71,325.73,66.29,28.36,29.05,347,75,22.46,26.1,276,164,166,56.09,56.69
0,340.5,65,43.87,20.46,21.59,342,66.5,45.24,22.07,23.93,262,13.3,11.19,268.5,13.18,12.53,479.5,476,79,71.23,47.7,28.67,30.99,481,474,81.5,69.38,47.15,27.85,29.98,329.13,78.79,22.64,29.74,342.16,67.01,28.01,25.16,273,154.74,168,52.73,52.76
1,293,56,40.37,21.68,18.66,293,56,41.06,20.57,17.63,217.5,14.23,9.54,222,13.56,10.05,406,402,72.5,58.26,39,24.12,25.78,406,402,73,59.07,41.06,24.78,24.71,334,60,20.75,25.04,334,60.5,21.65,22.81,274,151,150,46.63,47.58
0,278.5,58,38.52,20.14,19.6,283,53,37.08,20.51,20.06,213.31,14.4,10.57,222,14.58,11.24,400,397,72,62.46,37.52,27.85,25.32,403,398,80.24,60.46,37.75,26.28,25,343,76.94,19.39,27.38,345,63,21.83,26.77,261.5,154,152,43.74,44.31
1,295,57,41.82,18.34,16.73,295.5,57.5,41.67,20.86,15.92,227,15.1,9.05,227,13.59,9.33,414.5,405,76,60.93,42.44,24.15,25.56,411,399,76,62.83,43.34,24.32,25.53,347,66,19.3,23.48,346,68.5,19.39,23.46,271,160,161,46.92,48.13
1,292,53,40.95,19.11,18.48,296,56,41.08,19.32,19.24,220,15.44,10.92,225,14.91,9.74,397.5,394.5,72,58.53,41.51,25.1,23.51,398,393,72,59.09,40.69,21.72,24.15,333,62,19.7,23.97,335,63,18.28,24.14,258,152.87,146,46.99,47
1,272,53.5,39.49,20.75,19.25,322.49,55.24,48.86,21.95,16.5,215,14.23,11.61,229.67,14.26,11.69,390.5,384,86.56,68.9,41.21,23.92,23.64,386,383,57.14,58.21,42.05,23.81,23.86,322.32,80.52,19.4,21.47,351.64,66.88,23.84,25.08,255,143,149.47,47.17,46.6
0,279.5,53.5,38.52,20.71,18.8,283,53,38.42,22,19,214,12.72,10.8,217,14.6,10.38,394,309.5,69.5,61.84,39.57,25.28,23.45,392,390,86.25,70.47,40.05,23.89,22.93,321,65.5,18.92,21.96,325,67,19.35,23.38,249,144,143,45.48,46.79
0,306,62.5,46.41,21.8,23.06,307,63.5,45.05,23.51,23.03,240,16.9,12.58,242,18.13,12.61,433,431.5,79,70.14,46.97,28.36,27.23,430,427,81,68.8,47.56,28.08,27.69,355.5,74,23.73,28.16,369.23,75.84,19.42,32.9,265,154,156,53.07,53.98
1,283,53,39.66,21.88,21.73,288,53,39.02,20.49,19.79,206.05,13.43,9.99,218.5,15.62,11.77,402,394.5,68,61.86,38.74,24.05,23.97,392,391,68,58.44,37.52,24.82,23.96,347,62,20.51,23,343,65.54,19.1,22.6,251,154.01,146,46.39,45.87
0,335,63,46.81,22.15,23.4,337,62.5,48.29,23.63,25.05,266,17.43,13.01,270,19.32,13.47,462,457,86,77.14,47.97,30.89,30.85,458,454.5,85.5,76.41,48.87,29.52,30.66,382,79,22.52,30.37,383,81,22.02,30.01,272.5,173,171,55.57,55.88
1,328.08,59.12,38.56,17.45,23.25,306.5,54,41.82,20.71,19.39,215,13.9,13.23,217,13.57,11.88,408,398,77.16,58.22,42.1,22.44,26.42,405,399,72,61.26,42.32,22.94,26.03,339.53,66.96,21.08,27.81,329.5,64,20.79,23.66,281,159,168.02,46.35,48.24
0,305,68,46.86,21.35,21.3,310.5,70,47.75,20.66,21.96,252,14.6,12.05,249.5,16.53,13.23,441,439,84,73.56,47.86,28.87,26.12,441,339,84.5,69.53,47.37,27.72,26.22,370.5,73,25.33,26.48,371.5,76.5,22.32,28.87,299,166,164.88,52.89,53.53
0,312,60,45.3,21.18,20.63,310,60,44.24,22.49,21.55,236,16.42,11.54,237,17.54,12.33,425,423,74.5,62.27,42.68,27.42,29.96,425,422,73,61,45.65,25.98,29.62,356,73.16,23.07,28.09,357,71,22.08,30.15,276,159,142.91,49.77,45.43
1,301.5,57.5,45.3,20.4,20.58,326.36,56.25,43.96,17.79,21.93,224,14.68,10.79,205.06,15.78,12.18,440.5,438.5,75.5,61.48,43.5,25.96,25.83,439,437,77,63.45,44,25.03,26.62,357,61,20.93,23.34,357,62,20.92,22.54,272,161,163,49.08,48.6
1,270,48,35.88,16.9,16.6,282,48,36.88,17.62,14.68,212,12.51,9.35,214,13.45,9.16,409.5,403,63.91,63.22,37.43,20.38,20.99,408,404.5,80.88,67.69,38.08,20.79,20.53,333,81,17.16,22.89,331,72.7,16.02,21.96,237,142,143,44.88,44.53
1,279,52,38.09,18.16,18.22,298.94,48.21,43.24,20.72,21.32,220.5,13.88,10.77,221,14.56,11.35,460.08,409.7,78.67,57.68,45.1,27.16,26.56,391,388.5,69,60,39.01,24.55,25.07,358.55,71.96,22.96,26.89,337,61,20.42,23.78,223.92,149,145,44.39,45.14
0,316.5,59,45.93,18.36,19.26,326,67,46.78,18.99,21.36,249,12.55,10.8,254.48,14.08,9.23,451,444.5,77,73.54,44.41,25.03,25.94,458,451,78,68.5,45.05,24.67,26.89,371,72,22.32,28.77,379.5,74,20.61,26.78,279,161,161,49.29,51.44
0,301.5,62,43.02,21.67,21.7,310,66,41.56,23.18,23.15,244,17.45,12.01,242,18.07,13.24,408,405,79.5,63,41.79,27.37,27.67,407,404.5,76,64.81,43.41,27.14,29.13,360,67.5,22.15,31.12,360.5,67,24.72,32.12,260,149,144,49.44,50.76
1,290,54.5,37.63,19.31,20.77,295,59,38.38,20.53,21.21,227,14.12,10.56,228,14.64,9.95,411,406,74,61.88,37.49,25.24,23.77,407.5,402,73.5,60.93,38.29,22.11,23.33,350,63,19.14,27.23,350.5,64,18.45,24.88,236,147,146,43.31,43.94
1,285,52,38.12,19.32,20.32,292,52,38.24,18.18,20.48,222.5,13.43,10.51,225,13.09,10.24,403.5,400.5,69,60.74,37.31,23.27,23.03,459.63,465.01,72.34,66.98,45.14,30.11,31.62,336,61,21.23,23.48,363.9,58.66,28.58,28.25,273,147,144,46.08,45.73
0,301,51,39.82,19.23,19.78,304.86,57.43,45.29,19.3,13.68,216,12.7,10.03,214,13.67,9.88,430.5,424.5,69,57.98,40.12,24.86,23.51,430,425,68,58.75,40.1,23.87,23.79,347,62,18.09,27.94,344.5,60,21,27.05,248.5,147,152.41,46.59,45.39
1,287,62.5,39.86,22.02,18.62,301,60,39.8,22.05,19.97,231,14.4,9.86,238,14.26,10.08,437,436,72,60.24,41.14,23.94,25.25,432,430,71,58.52,40.76,23.38,24.34,361,61,19.91,23.55,363,60,18.53,22.88,255,147.65,152,47.08,48.36
0,335,71,44.95,23.27,23.78,336,72,45.65,24.91,23.83,271,16.31,13.21,271,16.51,13.72,476,473,84,71.53,46.82,27.39,34.34,477,474,83,68.92,48.02,26.21,36.53,405.5,72,27.28,27.59,405,80,26.63,29.8,303,145,150.3,53.44,55.97
1,294,53,41.35,17.77,17.38,296,53.5,40.97,19.14,16.89,221,12.61,10.75,223,12.99,10.54,399.5,392,73,60.85,42.19,23.48,23.99,397,393,74,60.28,41.41,23.96,23.95,336.5,62,18.98,21.94,334.5,63,19.79,21.02,278,161,157,46.83,45.52
0,307,57,39.16,20.89,19.23,315,58,40.79,20.24,18.42,230.5,13.7,10.65,232,14.2,10.62,433.5,427,76,64.2,42.78,26.93,23.72,428.5,420,75,64.47,42.09,23.39,22.74,352,67,21.78,23.02,352,69,21.04,23.37,266,158,156,48.93,48.3
0,322,64,43.81,20.07,20.38,328,66,45.76,21.95,21.73,246.5,15,12.12,254,18.29,13.29,468,464.5,70.67,54.96,44.74,27.58,30.17,469.5,466,80,68.79,46.48,27.21,29.36,380.5,67,24.52,28.96,388,71.5,22.99,28.81,275,154,153,51.89,51.95
1,274,59,40.66,18.83,18.58,278,60,40.34,18.87,17.6,219,12.22,9.48,223,13.14,9.44,384,379,71,56.62,40.11,23.34,23.48,389.5,386,71,58.12,39.77,20.59,22.37,331,62,21.3,21.54,328,60,18.25,20.35,263,156,152,46.37,46.46
0,300,58,42.11,19.95,19.17,300.5,59,40.72,19.79,19.46,224.5,13.65,10.6,226,13.17,10.41,410,406,75.5,63.36,42.53,25.1,24.54,407.5,400,77,65.89,41.94,24.83,23.74,342,66,20.06,26.33,342.5,68,21.64,25.21,247,153,156,47.17,48.51
1,326,60,41.97,19.47,19.67,291,63,40.48,19.63,19.89,243,11.93,10.61,243.5,13.88,9.7,455,447.5,72,62.74,43.63,27.05,25.45,450,447,76,65.83,43.73,26.46,24.62,378,66.5,18.15,24.51,378,82.92,19.13,23.09,291,162,160,47.9,48.27
1,283,53,40.03,20.64,18.78,329.33,49.71,47.36,19.28,24.02,243.36,13.06,12.24,223.5,14.44,10.41,407,401,72.5,62.06,37.6,23.79,22.23,425.85,420.25,72.97,60.31,40.24,24.82,31.67,339.5,63.5,18.92,23.76,337,62,18.71,22.82,258,153,135.69,43.45,44.79
0,351.5,60,48.47,23.7,22.74,357,64,49.04,24.63,23.5,233.3,15.57,11.49,264,17.24,13.4,489.5,486,82,73.32,47.36,28.21,30.32,491.5,489,84.5,76.26,49.21,27.24,30.86,406,74,26.88,28.63,403,78,23.03,28.58,236.36,165,162,52.91,54.13
1,317.68,58.64,47.27,20.55,18.61,313,55.5,45.06,20.16,19.18,237,12.57,11.83,238,13.75,11.68,427.5,421,73,64,41.84,27.37,22.27,430,424.5,74,65.07,41.58,26.16,22.88,366.5,65,21.49,21.83,363,66,21.65,23.23,283.5,157,149.24,45.8,47.04
0,295,57.5,43.91,22.1,19.95,297.5,63,46.77,23.47,22.43,243,17.98,12.06,246,19.1,12.49,432,427.5,80.5,71.3,46.48,25.89,30.24,431.5,427.5,80,68.85,47.47,25.3,30.42,368,72,24.43,27.52,367.5,73,24.89,27.86,270,157,156,50.78,51.2
1,286.5,51,37.65,19.16,18.78,288,51,38.43,18.49,17.07,210,13.43,10,211,13.23,9.96,419,415,67.5,60.65,40.24,22.04,22.13,421,415,69,56.52,39.38,21.63,22.14,336,61,19.25,23.46,334,60,19.33,23.45,265,141,140,46.23,47.61
0,330,59,43.89,22.6,20.98,331,59,47.11,23.78,22.19,255.5,15.91,12.3,252,17.43,13.69,458,454,79.5,68.28,49.04,28.38,27.69,459,456,81,67.66,48.33,28.51,28.73,389,73.5,22.67,26.2,386,72,23.43,26.96,277.5,155,154,54.43,55.71
1,302,58.5,42.03,20.87,19.33,310,56,40.27,21.12,19.13,230,13.76,10.29,232,12.75,10.36,430,425,72,58.51,43.39,26.35,23.4,423,419,74,59.12,43.26,25.02,22.14,346.5,63.5,19.78,19.54,346.5,66,19.55,22.55,266.5,145,150,49.63,50.23
0,304,60,43.29,20.81,19.73,308,59,44.69,20.17,18.66,243,15.12,11.88,248.5,14.37,11.71,434.5,427,77,67.82,45.45,23.27,25.89,426,422,78,65.58,46.76,23.73,27.54,358,68,19.9,24.88,359,72,22.13,26.64,261,155,139.37,50.39,49.59
1,313.5,57,41.37,19.03,17.79,319,59,40.88,20.52,19.15,222,12.48,10.15,222.5,16.05,10.93,433.5,429,74,57.82,42.06,26.13,25.54,437,432,74,58.35,43.26,24.48,25.39,356,64,20.17,24.26,355.5,64.5,19.31,24.78,293,166,163,47.28,49.44
1,327.25,62.49,38.06,18.09,17.96,294,47,36.98,18.45,16.89,229.92,13.68,11.79,214,14.71,10.24,408,407,66.5,56.98,37.81,26.57,22.58,402,401,64,56.85,37.74,24.58,21.5,343.5,59.5,17.44,23.27,340,59,17.89,20.42,259,145,142,44.07,44.48
0,317.81,52.63,42.7,23.3,17.34,302.41,62.37,45.36,22.61,17.08,256,14.76,11.12,259,15.14,11.56,469.5,464,81,71.96,47.69,28.09,26.37,482.3,447.82,69.81,54.13,44.93,21.98,31.59,383.5,71,23.91,22.96,367.87,64.77,21.33,21.11,281,154,137.28,53.67,47.35
0,309.5,65,49.44,23.64,25.42,319,63,49.37,24.09,26.44,249,17.29,13.57,251,17.06,13.35,432,430,86,73.81,52.48,31.74,30.98,430.5,425,85,72.75,52.9,31.29,30.95,368,76,24.59,27.57,368,76,24.61,26.5,303,140.89,173,49.13,58.24
0,313,61,47.09,19.52,21.6,319.5,64,45.54,21.6,23.91,235,16.14,10.84,239,17.06,11.19,434,432,79,69.58,46.44,27,31.21,438,434,81,70.25,46.72,26.44,30.35,351.5,74,22.71,25.73,353.5,74,23.84,24.53,275,151,153,50.18,52.2
0,331.5,64,43.89,22.67,25.72,339,62.5,46.2,22.89,25.35,262,17.03,13.41,263,18.1,14.05,468,462,82,67.34,50.78,30.54,33.39,460.5,454,81,64.86,49.03,26.84,34.6,383,75.5,23.7,26.98,386,70,24.71,28.34,295,175,173,56.42,54.61
0,314.5,63,41.24,20.16,21.16,319,64.5,43.61,21.23,20.27,244.5,14.26,11,244,17.04,13.2,439,433,79,67.88,45.99,28.87,30.34,439,429.5,79.5,68.53,44.2,27.29,28.1,356,68.5,24.43,29.03,361,65,22.42,28.69,290,138.11,150.01,52.82,53.14
0,311,63,46.56,19.52,21.53,316,61.5,46.52,19.6,21.72,244,15.08,11.83,244.5,14.89,12.79,442,439.5,79,67.34,44.79,27.89,27.8,445,443.5,79,66.34,46.45,27.72,27.3,363.5,67,23.72,25.86,369,69.5,23.16,25.37,260,144,145,51.46,50.94
0,339,64,44.66,19.99,24.23,342,62.5,46.34,20.22,24.53,257,15.77,13,258,16.71,13.51,446,441.5,70,60.68,46.06,20.8,26.77,442,439.5,74,64.93,49.93,25.1,31.56,360.5,62,21.11,19.04,377,67,23.74,26.74,254,135.78,150,49.66,56.22
0,308.55,57.45,44,18.41,17.25,323,59,43.41,20.88,21.8,225,15.77,13.3,217,14.67,13.19,430,429,79,66.16,46.89,31.05,26.15,422,420,78,67.06,49.16,32.31,25.44,365,67,21.93,28.71,362,72,23.05,27.24,271,159,158,53.43,54.48
1,301,57.5,42.62,18.64,21.14,305,57,41.43,20.6,20.11,232,14.63,11.51,236,15.51,11.03,419,412,73,60.2,43.76,28.11,28.21,420,413,76.5,62.19,42.93,25.83,28.37,354.5,64,20.49,23.78,353,65,22.37,21.95,292,155.04,165.13,49.42,48.49
0,330.5,61,43.84,20.71,21.25,343,59,43.36,21.06,21.18,264,14.23,11.97,263,14.93,12.59,459,454,76,65.83,47.39,29.01,24.57,459,453,76,63.27,46.23,28.86,24.67,389,58,20.9,24.22,388,70.5,21.36,26.74,271.5,162,161,53.61,52.06
1,296.5,57.5,37.96,18.34,20.81,303,56,37.78,18.17,20.4,225,14.04,9.93,228.5,14.98,9.36,420,416,73,61.99,41.94,25.7,25.88,422.5,417.5,74.5,64.44,41.63,25.82,25.17,340,64,21.03,23.76,339,63,21.88,22.19,267,154,155,48.27,48.83
1,297.5,50.5,41.35,16.06,19.37,304,52,40.08,17.33,19.66,224,12.52,10.64,232.5,13.23,11.06,444,436,73,60.26,44.87,25.84,24.74,443,435,74,59.88,44.26,26.76,24.12,359,64.5,20.03,25.08,359,68,20.15,24.63,277,158,161,50.82,49.9
0,322.5,63.5,45.42,23.48,23.73,331.5,64,47.38,26.01,24.05,239.5,16.38,12.47,241,17.26,12.83,439.5,436,81,64.3,48.14,30.58,29.85,443,437,80,62.84,48.22,28.75,28.26,365,73,22.68,26.85,362,73,26.4,27.09,293,159,165,52.6,51.35
0,322,59,48.34,21.49,25.09,328,60,46.64,22.76,25.9,242,18.61,13.65,245,18.53,14.03,454,449.5,80.5,68.68,47.49,29.27,32.42,459,452,81,67.83,47.83,27.87,32.43,376,73,25.4,27.27,369,75,24.75,29.8,264.5,141.6,155,53.94,53.9
0,328,60,45.19,20.83,22.06,330,61.5,44.82,19.77,20.83,250.5,14.58,11.77,230.31,12.94,10.96,461.5,456,81,74.51,45.62,29.31,28.41,457.5,452,79,68.47,47.21,28.99,28.47,382.5,69,23.09,26.8,380,70,23.83,27.43,268,152,153,52.53,51.67
1,260.01,56.4,55.99,19.22,18.22,297,52.5,39.49,17.5,18.44,199.98,14.27,8.73,218.5,13.82,10.74,408,404,81.13,74.66,41.67,24.46,24.91,409.5,406,68,59.2,40.68,23.91,24.95,325,70.77,16.77,22.26,326,63.5,19.21,20.43,252.5,157.86,140,47.2,50.16
0,332,60.5,47.67,19.15,19.8,335,63.5,46.22,18.86,20.33,255,14.15,11.68,253,15.39,11.45,454,450.5,80,70.54,48.44,29.26,28.16,454.5,449,80.5,69.07,46.6,27.75,26.96,373,72,24.89,27.83,378,71,23.94,27.82,285.05,167,168,54.08,54.29
0,303,51,40.8,18.71,19.27,280.06,53.07,42.56,16.09,17.12,225,12.93,10.36,227,13.45,10.79,441,436,71,59.1,40.64,25.41,24.73,435,430,73,61.72,40.52,25.44,24.95,341,62,19.38,22.7,296.6,75.35,19.58,25.14,262,154,150,45.89,47.39
1,291.5,58,39.82,17.32,19.06,295,59.5,39.92,17,18.53,239.9,16.37,11.71,233,11.81,10.35,431,426,73,56.88,38.74,22.54,24.31,429,423,73,60.76,38.75,21.7,24.95,368,68,18.62,19.97,368,65,18.51,23.01,257,147.11,158,44.47,43.84
0,321,61,47.35,20.83,20.56,326,60,44.17,21.13,21.18,251.12,14.37,9.31,260.5,16.41,12.04,472,465,80,68.64,46.72,26.15,26.19,470,463,82.5,70.31,46.08,25.81,27.74,297.92,68.71,17.9,30.65,412,74.5,23.59,29.63,262.5,153,157,51.29,51.54
0,288.04,45.28,43.14,20.9,23.02,312,59.5,42.83,18.34,19.43,253,12.44,10.49,256,11.49,11.45,470.5,469.5,77,69.07,43.27,25.23,27.28,472,471,76,69.54,43.68,24.59,26.79,395.5,72,21.83,29.4,399,71,20.34,28.37,272,156,160,48.66,48.34
0,307,61,45.65,18,19.85,306,61,46.75,18.67,20.38,236,13.44,11.33,238,15.16,11.72,445,442,82,71.74,46.46,24.56,30.14,440,435.5,81,70,46.48,25.22,28.12,367,74,21.89,28,366,71,22.18,26.93,280,160,159,51.23,51.1
0,357,63,43.73,18.05,17.84,321.47,58,43.38,20.95,17.87,269,13.46,10.41,249.05,10.78,10.76,486.5,483,79,67.52,44.91,28.09,27.36,407.34,392.42,75.22,55.72,42.7,22.86,22.9,385,69,23.69,26.42,387,71,23.02,30.61,286,139.19,162.07,51.3,50.43
1,276,49,37.61,15.53,15.09,278,50,36.01,15.4,14.3,219.98,13.69,10.95,214,11.12,10.2,415,409.5,67,56.28,37.85,21.26,21.6,411,404.5,67,55.41,37.47,22.9,21.21,334,61.5,16.73,20.09,351.79,73.62,21.38,25.96,231,151,151,43.47,44.1
0,340,70.5,45.13,21.68,23.42,343,71,46.75,22.42,23.94,268,16.48,14.1,268,18.12,13.94,470.5,468,78,67.4,47.13,27.29,30.37,472,468,80,69.77,47.18,26.33,31.42,393.5,69,21.47,29.38,391,72.5,22.92,28.64,270,164,159,47.38,52.18
0,320.5,59,44.84,18.61,19.86,325,60,46,19.74,20.85,251,14.47,11.46,254,15.6,12.23,457,452.5,75,60.98,45.39,27.29,31.79,457,453.5,78,62.17,45.9,25.92,32.34,388.5,70,21.1,25.09,391,69,20.84,25.4,273,159,158,51.9,51.75
0,288,57,43.72,20.74,19.59,293,56,43.6,21.58,20.19,248,13.76,12.13,245,14.87,11.97,436.5,434,73,65.91,43.93,28.46,27.62,435,431,74,63.6,42.91,26.81,26.17,363,67.5,22.14,25.61,362,67.5,21.69,25.59,256,146,146,50.9,50.09
0,307,60,42.74,18.74,19.82,313,60,44.27,18.52,19.77,237,12.61,11.05,239,13.83,11.09,443,441,77.5,66.81,44.84,25.87,28.34,441.5,437,76,63.07,44.7,26.28,26.24,365,71,20.22,26.27,366,66,20.72,26.17,248.29,150,149.37,49.08,44.98
0,290.5,58,40.03,19.49,19.42,292.5,58,39.79,19.08,19.38,227,14.32,11.62,236,14.56,11.09,410,409,72,61.05,41.64,23.92,24.51,412,411,75,62.83,41.38,24.38,24.94,349,63,20.74,23.32,356,65,20.06,23.76,253,142,138.83,45.97,41.73
0,314.89,60.08,44.95,21.99,19.57,330,63,46.05,22.69,21.81,225.57,16.61,11.85,240,16.4,12.95,468,462,79.5,67.15,45.63,27.27,30.08,462,457,78,64.5,46.11,27.43,28.85,394,65,25.66,27.96,388,65,25.39,28.14,263,158,161,50.99,51.98
0,340,63,45.08,19.18,21.99,341,63,45.74,19.93,21.99,270,12.2,11.97,249.26,10.84,10.52,487,484.5,77,68.86,45.69,25.62,31.23,487.5,484,79,68.79,45.37,25.78,31.2,375.32,69.26,20.01,24.13,415,71,23.43,27.06,274,165,169,51.31,51.17
